P,DB,Issue,Type,Q,Answer,Time,SGLT,mental,physical,temporal,performance,effort,frustration,avg_others,avg_all
f146aa466b53b8332598d7a7bfca9d4c,6,DataPresentation,Intervention,1,0,1.37,2,6,0,1,20,4,0,2.2,5.17
f146aa466b53b8332598d7a7bfca9d4c,7,DataUnderstanding,Baseline,1,0,1.60,2,5,0,0,19,7,1,2.6,5.33
f146aa466b53b8332598d7a7bfca9d4c,8,DataUnderstanding,Intervention,2,1,1.88,2,5,0,1,18,4,0,2,4.67
f146aa466b53b8332598d7a7bfca9d4c,4,Order&Grouping,Intervention,2,0,2.50,2,4,0,1,11,9,3,3.4,4.67
f146aa466b53b8332598d7a7bfca9d4c,3,Order&Grouping,Baseline,2,0,3.08,2,9,0,4,10,12,2,5.4,6.17
f146aa466b53b8332598d7a7bfca9d4c,8,DataUnderstanding,Intervention,1,0,2.83,2,9,0,8,2,10,7,6.8,6.00
e05617a1f0fda41ad3c8e1acac5a0640,1,InforOverload,Baseline,2,1,3.63,3,9,4,15,17,9,16,10.60,11.67
e05617a1f0fda41ad3c8e1acac5a0640,7,DataUnderstanding,Baseline,2,0,4.23,3,4,4,10,0,15,17,10,8.33
e05617a1f0fda41ad3c8e1acac5a0640,3,Order&Grouping,Baseline,1,0,1.55,3,10,1,13,0,12,19,11,9.17
e05617a1f0fda41ad3c8e1acac5a0640,4,Order&Grouping,Intervention,1,0,2.47,3,10,9,13,0,9,17,11.6,9.67
e05617a1f0fda41ad3c8e1acac5a0640,8,DataUnderstanding,Intervention,2,0,1.73,3,8,0,11,0,10,17,9.2,7.67
e05617a1f0fda41ad3c8e1acac5a0640,3,Order&Grouping,Baseline,2,0,2.87,3,5,8,6,9,9,4,6.4,6.83
e05617a1f0fda41ad3c8e1acac5a0640,2,InforOverload,Intervention,2,0,1.85,3,7,4,7,0,8,14,8,6.67
e05617a1f0fda41ad3c8e1acac5a0640,1,InforOverload,Baseline,1,0,5.62,3,6,7,10,0,10,9,8.4,7.00
e05617a1f0fda41ad3c8e1acac5a0640,2,InforOverload,Intervention,1,0,1.73,3,2,1,3,17,2,2,2,4.50
e05617a1f0fda41ad3c8e1acac5a0640,4,Order&Grouping,Intervention,2,1,1.67,3,9,9,12,0,6,14,10,8.33
e05617a1f0fda41ad3c8e1acac5a0640,8,DataUnderstanding,Intervention,1,0,0.95,3,7,4,2,6,9,9,6.2,6.17
e05617a1f0fda41ad3c8e1acac5a0640,5,DataPresentation,Baseline,2,0,1.35,3,6,2,8,12,12,7,7,7.83
e05617a1f0fda41ad3c8e1acac5a0640,7,DataUnderstanding,Baseline,1,0,1.73,3,4,14,9,2,9,8,8.8,7.67
e05617a1f0fda41ad3c8e1acac5a0640,6,DataPresentation,Intervention,1,0,2.22,3,8,15,14,0,17,18,14.4,12.00
e05617a1f0fda41ad3c8e1acac5a0640,6,DataPresentation,Intervention,2,1,1.25,3,7,8,10,16,9,7,8.2,9.50
e05617a1f0fda41ad3c8e1acac5a0640,5,DataPresentation,Baseline,1,0,0.92,3,6,11,7,3,7,13,8.8,7.83
ea9f8603c7fe46c2f273f8857109d82b,2,InforOverload,Intervention,2,1,7.15,3,6,0,2,16,4,0,2.40,4.67
ea9f8603c7fe46c2f273f8857109d82b,8,DataUnderstanding,Intervention,2,1,2.53,3,4,0,0,16,2,0,1.2,3.67
ea9f8603c7fe46c2f273f8857109d82b,4,Order&Grouping,Intervention,2,0,3.83,3,2,0,2,8,1,0,1,2.17
ea9f8603c7fe46c2f273f8857109d82b,3,Order&Grouping,Baseline,1,1,2.10,3,2,0,1,12,0,0,0.6,2.50
ea9f8603c7fe46c2f273f8857109d82b,8,DataUnderstanding,Intervention,1,0,9.27,3,8,0,4,2,0,0,2.4,2.33
ea9f8603c7fe46c2f273f8857109d82b,6,DataPresentation,Intervention,1,0,3.78,3,4,0,2,6,0,0,1.2,2.00
ea9f8603c7fe46c2f273f8857109d82b,2,InforOverload,Intervention,1,1,0.93,3,1,0,0,16,0,0,0.2,2.83
ea9f8603c7fe46c2f273f8857109d82b,5,DataPresentation,Baseline,2,1,0.85,3,1,0,0,10,0,0,0.2,1.83
ea9f8603c7fe46c2f273f8857109d82b,7,DataUnderstanding,Baseline,2,0,5.15,3,1,0,1,10,2,2,1.2,2.67
ea9f8603c7fe46c2f273f8857109d82b,5,DataPresentation,Baseline,1,1,2.15,3,3,0,1,14,1,2,1.4,3.50
ea9f8603c7fe46c2f273f8857109d82b,6,DataPresentation,Intervention,2,1,1.73,3,3,0,0,10,2,1,1.2,2.67
ea9f8603c7fe46c2f273f8857109d82b,1,InforOverload,Baseline,1,0,2.02,3,2,0,0,10,3,1,1.2,2.67
ea9f8603c7fe46c2f273f8857109d82b,7,DataUnderstanding,Baseline,1,1,2.12,3,2,0,0,9,2,4,1.6,2.83
ea9f8603c7fe46c2f273f8857109d82b,1,InforOverload,Baseline,2,1,1.37,3,2,0,0,14,1,0,0.6,2.83
ea9f8603c7fe46c2f273f8857109d82b,4,Order&Grouping,Intervention,1,1,3.53,3,2,0,0,11,2,0,0.8,2.50
ea9f8603c7fe46c2f273f8857109d82b,3,Order&Grouping,Baseline,2,0,4.27,3,3,0,0,4,1,4,1.6,2.00
e5d91ebccd325cbf79a95ebbc5099b52,1,InforOverload,Baseline,2,1,18.45,1,2,6,1,20,4,4,3.40,6.17
e5d91ebccd325cbf79a95ebbc5099b52,7,DataUnderstanding,Baseline,2,1,4.62,1,5,4,1,16,6,1,3.4,5.50
e5d91ebccd325cbf79a95ebbc5099b52,5,DataPresentation,Baseline,1,0,1.62,1,4,3,2,16,2,1,2.4,4.67
e5d91ebccd325cbf79a95ebbc5099b52,2,InforOverload,Intervention,1,1,1.37,1,3,4,2,16,3,1,2.6,4.83
e5d91ebccd325cbf79a95ebbc5099b52,8,DataUnderstanding,Intervention,2,1,1.70,1,3,4,2,20,2,1,2.4,5.33
e5d91ebccd325cbf79a95ebbc5099b52,3,Order&Grouping,Baseline,1,1,1.72,1,4,3,1,18,3,1,2.4,5.00
e5d91ebccd325cbf79a95ebbc5099b52,4,Order&Grouping,Intervention,2,0,4.60,1,6,4,1,4,6,6,4.6,4.50
e5d91ebccd325cbf79a95ebbc5099b52,5,DataPresentation,Baseline,2,0,2.65,1,5,3,1,17,5,2,3.2,5.50
e5d91ebccd325cbf79a95ebbc5099b52,1,InforOverload,Baseline,1,0,0.93,1,4,2,1,18,2,0,1.8,4.50
e5d91ebccd325cbf79a95ebbc5099b52,6,DataPresentation,Intervention,1,1,1.33,1,5,3,1,20,3,0,2.4,5.33
e5d91ebccd325cbf79a95ebbc5099b52,7,DataUnderstanding,Baseline,1,1,1.47,1,4,2,2,19,3,0,2.2,5.00
e5d91ebccd325cbf79a95ebbc5099b52,6,DataPresentation,Intervention,2,0,1.03,1,3,1,1,20,2,0,1.4,4.50
e5d91ebccd325cbf79a95ebbc5099b52,2,InforOverload,Intervention,2,1,1.42,1,4,2,0,14,3,1,2,4.00
e5d91ebccd325cbf79a95ebbc5099b52,4,Order&Grouping,Intervention,1,0,2.68,1,4,2,1,16,2,0,1.8,4.17
e5d91ebccd325cbf79a95ebbc5099b52,3,Order&Grouping,Baseline,2,1,2.98,1,6,2,1,12,4,3,3.2,4.67
e5d91ebccd325cbf79a95ebbc5099b52,8,DataUnderstanding,Intervention,1,0,9.78,1,8,7,1,2,11,9,7.2,6.33
eca7168874690d858f92aff51f2656a9,7,DataUnderstanding,Baseline,2,1,2.97,3,3,1,1,18,1,2,1.60,4.33
eca7168874690d858f92aff51f2656a9,4,Order&Grouping,Intervention,2,0,4.82,3,6,1,1,10,5,3,3.2,4.33
eca7168874690d858f92aff51f2656a9,8,DataUnderstanding,Intervention,2,0,10.78,3,1,1,1,18,1,1,1,3.83
eca7168874690d858f92aff51f2656a9,3,Order&Grouping,Baseline,1,1,4.33,3,1,1,1,18,1,1,1,3.83
eca7168874690d858f92aff51f2656a9,8,DataUnderstanding,Intervention,1,0,16.50,3,6,1,1,10,6,4,3.6,4.67
eca7168874690d858f92aff51f2656a9,3,Order&Grouping,Baseline,2,1,3.88,3,1,1,1,1,3,1,1.4,1.33
eca7168874690d858f92aff51f2656a9,1,InforOverload,Baseline,2,1,12.07,3,1,1,1,18,1,2,1.2,4.00
eca7168874690d858f92aff51f2656a9,7,DataUnderstanding,Baseline,1,1,7.68,3,1,1,1,18,1,1,1,3.83
eca7168874690d858f92aff51f2656a9,4,Order&Grouping,Intervention,1,0,6.53,3,1,1,1,10,1,4,1.6,3.00
eca7168874690d858f92aff51f2656a9,1,InforOverload,Baseline,1,0,6.35,3,1,1,1,18,1,2,1.2,4.00
eca7168874690d858f92aff51f2656a9,6,DataPresentation,Intervention,2,1,6.62,3,1,1,1,18,1,2,1.2,4.00
eca7168874690d858f92aff51f2656a9,5,DataPresentation,Baseline,2,1,1.98,3,1,1,1,18,1,1,1,3.83
eca7168874690d858f92aff51f2656a9,6,DataPresentation,Intervention,1,0,3.07,3,1,1,1,18,1,2,1.2,4.00
eca7168874690d858f92aff51f2656a9,2,InforOverload,Intervention,2,1,3.90,3,1,1,1,18,1,3,1.4,4.17
eca7168874690d858f92aff51f2656a9,5,DataPresentation,Baseline,1,1,12.93,3,1,1,1,18,1,2,1.2,4.00
eca7168874690d858f92aff51f2656a9,2,InforOverload,Intervention,1,1,1.50,3,1,1,1,18,1,2,1.2,4.00
bb37294dacd732bf3e651ecbbe80fea8,7,DataUnderstanding,Baseline,1,1,5.47,3,1,1,1,16,1,1,1.00,3.50
bb37294dacd732bf3e651ecbbe80fea8,2,InforOverload,Intervention,1,1,6.42,3,1,1,1,1,15,1,3.8,3.33
bb37294dacd732bf3e651ecbbe80fea8,2,InforOverload,Intervention,2,1,8.25,3,1,1,1,15,1,1,1,3.33
bb37294dacd732bf3e651ecbbe80fea8,4,Order&Grouping,Intervention,2,0,1.63,3,1,1,1,15,1,1,1,3.33
bb37294dacd732bf3e651ecbbe80fea8,6,DataPresentation,Intervention,1,1,4.55,3,1,1,1,15,1,1,1,3.33
bb37294dacd732bf3e651ecbbe80fea8,5,DataPresentation,Baseline,2,1,0.50,3,1,1,1,15,1,1,1,3.33
bb37294dacd732bf3e651ecbbe80fea8,6,DataPresentation,Intervention,2,1,0.42,3,1,1,1,15,1,1,1,3.33
bb37294dacd732bf3e651ecbbe80fea8,3,Order&Grouping,Baseline,1,1,1.38,3,1,1,1,15,1,1,1,3.33
bb37294dacd732bf3e651ecbbe80fea8,1,InforOverload,Baseline,1,0,1.50,3,1,1,1,15,1,1,1,3.33
bb37294dacd732bf3e651ecbbe80fea8,1,InforOverload,Baseline,2,1,1.73,3,1,1,1,15,1,1,1,3.33
bb37294dacd732bf3e651ecbbe80fea8,5,DataPresentation,Baseline,1,0,1.03,3,1,1,1,15,1,1,1,3.33
bb37294dacd732bf3e651ecbbe80fea8,8,DataUnderstanding,Intervention,2,0,0.88,3,1,1,1,15,1,1,1,3.33
bb37294dacd732bf3e651ecbbe80fea8,7,DataUnderstanding,Baseline,2,1,2.13,3,1,1,1,15,1,1,1,3.33
bb37294dacd732bf3e651ecbbe80fea8,3,Order&Grouping,Baseline,2,1,1.87,3,1,1,1,15,1,1,1,3.33
bb37294dacd732bf3e651ecbbe80fea8,4,Order&Grouping,Intervention,1,0,1.85,3,1,1,1,15,1,1,1,3.33
bb37294dacd732bf3e651ecbbe80fea8,8,DataUnderstanding,Intervention,1,0,1.78,3,1,1,1,15,2,1,1.2,3.50
7657ab0c9577eceff7d2c300878b4290,2,InforOverload,Intervention,2,1,5.28,2,6,0,4,16,6,2,3.60,5.67
7657ab0c9577eceff7d2c300878b4290,4,Order&Grouping,Intervention,2,0,6.35,2,10,0,6,12,8,6,6,7.00
7657ab0c9577eceff7d2c300878b4290,1,InforOverload,Baseline,1,1,2.85,2,8,0,2,16,6,2,3.6,5.67
7657ab0c9577eceff7d2c300878b4290,5,DataPresentation,Baseline,1,0,3.33,2,8,0,2,14,7,2,3.8,5.50
7657ab0c9577eceff7d2c300878b4290,2,InforOverload,Intervention,1,1,1.33,2,6,0,2,15,3,2,2.6,4.67
7657ab0c9577eceff7d2c300878b4290,8,DataUnderstanding,Intervention,2,1,1.75,2,4,0,2,18,2,2,2,4.67
7657ab0c9577eceff7d2c300878b4290,8,DataUnderstanding,Intervention,1,0,2.85,2,8,0,2,12,4,2,3.2,4.67
7657ab0c9577eceff7d2c300878b4290,5,DataPresentation,Baseline,2,1,2.73,2,4,0,2,14,4,2,2.4,4.33
7657ab0c9577eceff7d2c300878b4290,3,Order&Grouping,Baseline,1,0,1.72,2,3,0,2,20,2,2,1.8,4.83
7657ab0c9577eceff7d2c300878b4290,7,DataUnderstanding,Baseline,1,1,2.33,2,2,0,2,20,2,2,1.6,4.67
7657ab0c9577eceff7d2c300878b4290,4,Order&Grouping,Intervention,1,0,1.98,2,2,0,2,20,1,2,1.4,4.50
7657ab0c9577eceff7d2c300878b4290,6,DataPresentation,Intervention,2,1,2.37,2,1,0,2,18,1,1,1,3.83
7657ab0c9577eceff7d2c300878b4290,7,DataUnderstanding,Baseline,2,1,3.68,2,3,0,3,8,1,2,1.8,2.83
7657ab0c9577eceff7d2c300878b4290,6,DataPresentation,Intervention,1,1,1.85,2,3,0,3,14,1,1,1.6,3.67
7657ab0c9577eceff7d2c300878b4290,3,Order&Grouping,Baseline,2,0,1.98,2,1,0,2,17,1,1,1,3.67
7657ab0c9577eceff7d2c300878b4290,1,InforOverload,Baseline,2,1,2.83,2,3,1,1,20,3,0,1.6,4.67
6560893c80af051f6956b8e20eae4d69,5,DataPresentation,Baseline,2,1,5.30,4,10,3,0,20,4,20,7.40,9.50
6560893c80af051f6956b8e20eae4d69,2,InforOverload,Intervention,2,1,4.90,4,10,2,2,20,6,20,8,10.00
6560893c80af051f6956b8e20eae4d69,2,InforOverload,Intervention,1,1,1.12,4,1,1,1,20,1,20,4.8,7.33
6560893c80af051f6956b8e20eae4d69,3,Order&Grouping,Baseline,1,1,2.48,4,2,2,1,20,4,20,5.8,8.17
6560893c80af051f6956b8e20eae4d69,8,DataUnderstanding,Intervention,2,0,3.05,4,2,1,1,20,1,20,5,7.50
6560893c80af051f6956b8e20eae4d69,7,DataUnderstanding,Baseline,2,1,1.37,4,1,1,1,20,1,20,4.8,7.33
6560893c80af051f6956b8e20eae4d69,1,InforOverload,Baseline,1,0,1.70,4,1,1,1,20,1,20,4.8,7.33
6560893c80af051f6956b8e20eae4d69,6,DataPresentation,Intervention,1,1,1.77,4,1,1,1,20,1,20,4.8,7.33
6560893c80af051f6956b8e20eae4d69,1,InforOverload,Baseline,2,1,1.88,4,1,1,1,20,2,20,5,7.50
6560893c80af051f6956b8e20eae4d69,4,Order&Grouping,Intervention,1,0,2.60,4,6,1,1,20,3,20,6.2,8.50
6560893c80af051f6956b8e20eae4d69,6,DataPresentation,Intervention,2,1,1.75,4,4,1,1,20,1,20,5.4,7.83
6560893c80af051f6956b8e20eae4d69,4,Order&Grouping,Intervention,2,0,2.78,4,3,1,1,0,1,20,5.2,4.33
6560893c80af051f6956b8e20eae4d69,3,Order&Grouping,Baseline,2,1,1.55,4,1,1,1,20,1,20,4.8,7.33
6560893c80af051f6956b8e20eae4d69,8,DataUnderstanding,Intervention,1,1,4.22,4,13,4,1,10,6,20,8.8,9.00
6560893c80af051f6956b8e20eae4d69,5,DataPresentation,Baseline,1,1,1.10,4,1,1,1,20,1,20,4.8,7.33
6560893c80af051f6956b8e20eae4d69,7,DataUnderstanding,Baseline,1,1,2.50,4,2,2,0,20,6,1,2.2,5.17
ff598a77513af66fdc15da17207e5775,3,Order&Grouping,Baseline,1,0,3.83,2,12,2,2,12,2,6,4.80,6.00
ff598a77513af66fdc15da17207e5775,2,InforOverload,Intervention,1,1,3.67,2,4,4,3,14,4,0,3,4.83
ff598a77513af66fdc15da17207e5775,2,InforOverload,Intervention,2,0,5.03,2,14,8,18,2,12,8,12,10.33
ff598a77513af66fdc15da17207e5775,1,InforOverload,Baseline,2,1,1.33,2,1,1,1,20,1,0,0.8,4.00
ff598a77513af66fdc15da17207e5775,3,Order&Grouping,Baseline,2,0,6.05,2,16,12,20,6,18,6,14.4,13.00
ff598a77513af66fdc15da17207e5775,7,DataUnderstanding,Baseline,2,0,1.30,2,2,1,1,6,1,0,1,1.83
ff598a77513af66fdc15da17207e5775,8,DataUnderstanding,Intervention,2,1,1.27,2,1,1,1,20,0,0,0.6,3.83
ff598a77513af66fdc15da17207e5775,6,DataPresentation,Intervention,2,1,4.42,2,6,6,8,20,12,4,7.2,9.33
ff598a77513af66fdc15da17207e5775,5,DataPresentation,Baseline,1,0,4.20,2,12,8,14,20,16,10,12,13.33
ff598a77513af66fdc15da17207e5775,7,DataUnderstanding,Baseline,1,1,3.05,2,9,6,10,20,9,4,7.6,9.67
ff598a77513af66fdc15da17207e5775,8,DataUnderstanding,Intervention,1,1,4.48,2,20,14,18,20,20,10,16.4,17.00
ff598a77513af66fdc15da17207e5775,1,InforOverload,Baseline,1,0,1.08,2,4,1,1,16,1,0,1.4,3.83
ff598a77513af66fdc15da17207e5775,4,Order&Grouping,Intervention,1,1,2.73,2,4,11,3,19,3,0,4.2,6.67
ff598a77513af66fdc15da17207e5775,4,Order&Grouping,Intervention,2,1,1.90,2,3,3,4,16,1,0,2.2,4.50
ff598a77513af66fdc15da17207e5775,5,DataPresentation,Baseline,2,1,7.12,2,4,2,3,20,0,0,1.8,4.83
ff598a77513af66fdc15da17207e5775,6,DataPresentation,Intervention,1,1,2.97,2,7,4,5,20,4,0,4,6.67
4611ae65bf9dd47cfce637ff3fae62bb,4,Order&Grouping,Intervention,2,0,16.62,3,12,12,12,14,12,12,12.00,12.33
4611ae65bf9dd47cfce637ff3fae62bb,1,InforOverload,Baseline,2,1,3.68,3,8,6,10,12,8,12,8.8,9.33
4611ae65bf9dd47cfce637ff3fae62bb,3,Order&Grouping,Baseline,2,0,6.70,3,14,14,16,0,14,16,14.8,12.33
4611ae65bf9dd47cfce637ff3fae62bb,8,DataUnderstanding,Intervention,2,1,2.95,3,4,2,2,18,2,1,2.2,4.83
4611ae65bf9dd47cfce637ff3fae62bb,4,Order&Grouping,Intervention,1,0,7.15,3,8,8,8,16,8,6,7.6,9.00
4611ae65bf9dd47cfce637ff3fae62bb,6,DataPresentation,Intervention,1,0,4.00,3,8,6,6,12,8,6,6.8,7.67
4611ae65bf9dd47cfce637ff3fae62bb,2,InforOverload,Intervention,2,0,11.68,3,10,10,10,6,10,10,10,9.33
4611ae65bf9dd47cfce637ff3fae62bb,7,DataUnderstanding,Baseline,1,1,3.98,3,2,2,2,19,2,2,2,4.83
4611ae65bf9dd47cfce637ff3fae62bb,3,Order&Grouping,Baseline,1,1,19.23,3,8,8,6,8,6,6,6.8,7.00
4611ae65bf9dd47cfce637ff3fae62bb,1,InforOverload,Baseline,1,0,5.67,3,8,8,6,18,8,6,7.2,9.00
4611ae65bf9dd47cfce637ff3fae62bb,6,DataPresentation,Intervention,2,0,2.82,3,2,2,2,16,2,2,2,4.33
4611ae65bf9dd47cfce637ff3fae62bb,2,InforOverload,Intervention,1,1,3.32,3,2,2,2,17,2,2,2,4.50
4611ae65bf9dd47cfce637ff3fae62bb,8,DataUnderstanding,Intervention,1,0,4.62,3,2,2,2,14,2,4,2.4,4.33
4611ae65bf9dd47cfce637ff3fae62bb,7,DataUnderstanding,Baseline,2,1,3.90,3,1,1,1,18,1,0,0.8,3.67
4611ae65bf9dd47cfce637ff3fae62bb,5,DataPresentation,Baseline,1,0,2.30,3,1,1,0,19,0,0,0.4,3.50
4611ae65bf9dd47cfce637ff3fae62bb,5,DataPresentation,Baseline,2,1,3.25,3,4,4,4,12,4,4,4,5.33
8f1b5140f2e94d7a0b76b86a25134ca8,5,DataPresentation,Baseline,2,1,7.38,3,10,6,4,10,4,10,6.80,7.33
8f1b5140f2e94d7a0b76b86a25134ca8,6,DataPresentation,Intervention,1,0,17.15,3,6,4,2,15,2,2,3.2,5.17
8f1b5140f2e94d7a0b76b86a25134ca8,4,Order&Grouping,Intervention,2,0,10.55,3,15,8,10,10,14,6,10.6,10.50
8f1b5140f2e94d7a0b76b86a25134ca8,2,InforOverload,Intervention,1,1,7.65,3,10,4,6,16,2,8,6,7.67
8f1b5140f2e94d7a0b76b86a25134ca8,1,InforOverload,Baseline,1,0,5.67,3,4,2,2,14,1,2,2.2,4.17
8f1b5140f2e94d7a0b76b86a25134ca8,8,DataUnderstanding,Intervention,1,1,4.88,3,12,10,8,10,6,4,8,8.33
8f1b5140f2e94d7a0b76b86a25134ca8,1,InforOverload,Baseline,2,1,2.03,3,6,2,2,13,1,1,2.4,4.17
8f1b5140f2e94d7a0b76b86a25134ca8,2,InforOverload,Intervention,2,0,2.75,3,9,5,4,6,4,8,6,6.00
8f1b5140f2e94d7a0b76b86a25134ca8,8,DataUnderstanding,Intervention,2,0,3.13,3,8,6,4,13,4,2,4.8,6.17
8f1b5140f2e94d7a0b76b86a25134ca8,3,Order&Grouping,Baseline,1,1,4.42,3,10,8,6,4,9,11,8.8,8.00
8f1b5140f2e94d7a0b76b86a25134ca8,4,Order&Grouping,Intervention,1,0,2.52,3,4,2,1,10,1,1,1.8,3.17
8f1b5140f2e94d7a0b76b86a25134ca8,3,Order&Grouping,Baseline,2,0,2.63,3,0,0,0,0,2,2,0.8,0.67
8f1b5140f2e94d7a0b76b86a25134ca8,7,DataUnderstanding,Baseline,2,1,2.15,3,4,2,2,7,1,1,2,2.83
8f1b5140f2e94d7a0b76b86a25134ca8,7,DataUnderstanding,Baseline,1,0,4.93,3,6,4,4,6,8,6,5.6,5.67
8f1b5140f2e94d7a0b76b86a25134ca8,6,DataPresentation,Intervention,2,1,3.25,3,4,2,2,7,1,1,2,2.83
8f1b5140f2e94d7a0b76b86a25134ca8,5,DataPresentation,Baseline,1,0,1.60,3,2,2,2,10,1,1,1.6,3.00
